ClimateIndex,VegetationGrowth,PowerLineRisk,SensorNoise
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254
0.23062321974619487,0.1256542928636754,0.9550049035566013,1.6021412497028749
-0.07330093914513966,0.45991567078616946,-0.04100466081492843,1.0488481229771716
0.06967047838141929,-0.8166544175015149,-0.6231599833573845,0.557934733761251
-0.45764622530021837,-0.1277358136741175,-0.9091694490708047,-0.2598040636586449
0.41247202675062417,-0.4385702108930458,-0.2717004985106177,-0.9202173440336443
0.01653905646284559,0.12751642654808917,-0.6324029018716668,-0.5483248660540795
-0.28874200543541056,-0.08491687039969537,-0.21607392195442215,0.48747919941120527
-0.20886801617375433,-0.7360674158990747,0.21595133109407202,-0.22043846545654688
-0.041775813819250315,-1.3995828380037703,-1.210167482075537,-0.07792015443067576
0.33999022032423,-0.4992144828980731,-0.9184617509060076,-0.21288797133918502
-0.5012678409567527,-0.35561376516204557,-0.35985296505662256,0.35825073603810986
-0.17907834388549615,-1.3245262883202369,-0.3019601948782062,0.09405944862232962
-0.4638158408728267,-0.3314193772389585,-0.36875518368691473,0.540887618455963
-0.7442798502222979,-0.5654634433448867,-0.26512783107800647,0.92048265832595
-0.7605830140782535,-0.765582775803242,-1.264585478121095,0.1382828146204247
-0.12614519865767837,-0.08446290448283744,-0.8756462333112389,0.6123927006423519
0.09251637346344221,-0.43203215829030417,0.06694746073566532,1.258932443746866
0.04684844186943377,0.6650187886689467,-1.5228336602873336,1.4180972071851048
0.07631744342768926,0.14461290535630522,0.4683158824038361,0.1406933084476374
-0.05641373351937349,0.28219191395500887,0.8638734872983858,-0.14658046237871378
-0.44373641491015525,-0.17184999632188883,0.5988093404643556,0.047111184926871205
-0.5754955923206281,-0.07834813091817067,-0.27643943057419074,0.5220114432079416
-0.7538734615631157,-0.5404676810585292,-0.5308107512772953,-0.314148319499706
-0.3796512845618929,-0.5379835132713364,-0.698660611095445,-0.36861222228733825
-0.9734412702185321,-0.6533068374283498,-0.683973008507133,-0.6960284124406801
-0.762051744985977,-0.64336206869519,0.06438821303898912,-0.46953382353662465
-0.4046610261288017,-0.7517988323527458,-1.7264287213596232,-0.3888839965539082
-0.25314761331964797,0.6881049076242637,-0.7495902948666096,-0.16033352607632034
-0.19455921417637523,-0.46098562375184926,0.8577005451722445,0.24769969548233078
0.2593245235980608,-0.7558235054039343,0.32752617412875246,-0.5027657750102759
0.4749557134187777,0.948493124902252,-0.8191000040086743,-0.6853614848096067
0.3822946819369649,0.4126328509540678,0.031242016117673632,-0.5140077004446717
-0.263545579507177,0.6312261648613968,-0.0209850655759784,0.36376104215303234
-0.5761085518231425,-0.06666763986258523,0.6537215178480844,-0.32442332449455175
-0.289546018974135,0.2812391901022945,-1.1317964771097362,-0.16722173032948934
-0.07274081615768274,0.329679500545092,-0.5945048508647318,-0.7940056908057296
0.2100522114980709,0.2367196471400202,0.28668371742115206,-0.46198044789609594
-0.19297581274059578,0.3368460343353524,0.3935941306823882,-0.7267600673300607
0.7978041866539612,0.25586938654567726,-0.49003203437041076,-0.25313124954713373
0.07112209554411214,0.9745725684818736,1.131721514758089,-0.6128461588135622
0.5314735315030394,0.6388927481874659,1.031334668858425,0.4581195642761239
0.24933741405069237,0.19757313599806525,0.20431519985123758,-0.041409491061820014
0.13598533512843256,0.39920769023796343,0.38155798828919485,0.3804640316685559
0.10169068052885628,0.9680413157509034,0.1751888650880163,1.6644558086296541
0.3840171502527025,0.019652156409533827,0.0962238806844139,1.572800854525316
0.1570806125139663,0.595271399761481,0.440418681258844,1.2218262272918166
-0.3134404302744261,-0.42506668492996014,0.21244567008036125,1.4056603789951896
-0.11236142912699627,-0.9809603214926337,-0.3251697631695981,1.3171869930605702
-0.5205817184894639,-0.3829384331004873,-0.6156525482360784,0.48226444553314474
