Y1,Y2,Y3,Y4,Y5
-0.6998400568957194,-3.850044232779159,-1.3184386930474474,18.589864960593573,9.872580424187118
-21.47970885981567,-9.645416648194345,9.528770927512833,14.166306037348061,5.9625147899065745
-8.801281392433207,3.161427221354016,7.07092152290399,4.067572210068157,19.072661499114687
10.934198866895414,-14.4291863316411,-9.898215484666938,-5.0312120968591865,24.79474369714944
11.227655886695489,13.881369229512934,-2.0686046186113645,16.705165124673094,15.046249900990741
0.8951024549089447,0.15564326918414195,-17.44524149958435,-23.038315811123937,0.8014951461180906
-2.0813270140782567,-1.3978060054790078,5.350035723487973,-16.258263484345406,-4.067391106227662
15.671205391826591,-0.5174937464941425,21.41595903971835,-23.55772333897815,-4.353596953456669
-4.989678472500673,-5.595639330452781,3.4721713259469826,7.522878736455744,-7.756033599564014
-18.829888348382095,5.838506829909351,0.5494602518867344,-8.081936004742845,-15.048421054650012
-9.020200522887857,12.083857972837261,8.824346539537727,9.984691126355283,-11.343355079888847
-20.079424882218415,10.001292932024496,3.295977116133623,0.17581034421500075,5.019147691350287
10.920498128362961,-7.876831329714153,11.209490106853258,3.0784697717123386,-2.8105365980848176
-0.11780534305779478,11.407619209505594,19.698365167345546,-16.106123201533702,1.2699364553575025
4.068024573354926,-1.6191316783924665,-16.1718722781768,16.317958520748952,5.334748508757825
-3.462595167084663,-1.2786670398146749,2.5016384417942485,1.795578667095699,1.2120256589146796
-5.787739569740829,-11.274825318188679,22.446088706984586,-7.964190707507975,-1.5077525289990015
1.243275632488149,6.920411728180594,2.6634497382021283,-20.51532556329713,-5.115795382495431
-9.172249892504105,5.68132247930526,-25.728746766230365,13.551168150335322,4.8346167704369805
2.592536157776918,3.7013597777769323,2.758721167989261,-14.638550454098688,-0.9882787117343514
-6.563947019649052,2.9894578940396705,1.1190102216403215,-5.156783699643175,2.125404033519116
-14.915994571523925,4.087627498028818,20.318556789353643,-8.121188129234103,4.812330679291115
-14.80576678485421,7.335086577189983,12.046643210239006,-18.768542913204058,6.089213505535915
7.384887228395522,4.738225093757386,-19.04720940761663,4.429464756371867,14.491732974933239
6.462269707585511,-18.930410899482244,2.0787298181718254,-3.372120963612755,-9.21588127420307
-3.488921758747945,3.8201591934917545,8.925558066816322,-14.091339503406356,11.056094526923067
3.4921628589753597,-3.121718140306794,-4.60526222729498,-3.3478833871773634,1.3484058850784084
-19.355992967350428,24.365180476247065,3.8609827362387836,-10.610132430764196,-6.687141791224561
4.455921404078985,11.250647215112199,3.4097132479404793,-6.245649163641009,2.015895671670262
-4.880319106105055,-4.945142551892175,12.885197464031634,-17.909796937296704,-2.3394939492442974
-3.8518157886424578,1.2609292375140813,14.669745485855557,-13.145582498208848,-4.98606611270802
2.8839640287687947,21.58254923803454,2.111152182842316,-21.772438905938884,11.12130406745785
4.862833307659415,13.367417616842221,-3.877237192021496,-16.4726478909886,-2.6670573019456523
6.907192064022466,-7.191329788719962,-9.232578210553154,14.661396900162273,13.902884010005598
-14.79121068906045,-16.795182273460355,-1.37292659203248,12.563044045963213,9.889152918140809
3.2696360332276693,6.686123181147374,2.0788457692589266,-1.9598594296649878,16.5321427029945
-10.56696133109017,0.8892597373433999,-1.7094645900237189,-0.7098505543746938,-0.7302869982274602
-15.710473798208076,0.47698556666509706,1.173750082178989,-22.896703057162377,1.3300474242956695
