Y1,Y2,Y3,Y4
4.175046466438719,19.22475613039465,6.363110495746677,-6.614780689831639
-15.383491355670206,12.22729356043433,7.80852162182982,0.010887204552005869
6.354944877911642,-4.2232334027355645,-20.81859307515846,-14.380842263398078
-18.69992900290261,8.233970300770263,12.095173959983656,1.6574042888982161
-2.354953670564316,-8.855838914155475,12.38801351948684,4.381518665692399
-18.794701472571184,19.37606881464309,3.046726162217601,3.7185001775257396
4.5546998990094165,-34.24859457099882,12.561157034678784,11.029317904408044
18.73360507545848,9.285387403467478,-2.9054427220415784,-3.34671032791464
5.149280670548242,-3.8796936279190817,-7.693099212235278,-8.877639390841125
-11.28477390164929,-25.545110045100703,0.3181834895691318,18.43986294349135
-3.0615567115796165,-47.71814787428258,5.078747385718657,16.716932547049762
-8.681386571424936,-48.99637763290774,6.173845897531689,30.490622376805078
22.127606501462644,-12.551842745386521,9.076451820031163,11.674691905296342
2.56843340718779,-24.03656068735777,8.392198674317065,10.116493071923465
-7.557145016662803,-33.52039999340208,11.187229700204801,20.039775646869202
4.733154207141795,-32.46208016648621,4.294467070320486,13.589077610001388
-7.577139363205779,66.78958894723326,-12.173404873905517,-45.16540211519144
-5.4284540417250735,-32.72772592814439,9.269238654222434,25.577636236806494
-10.54502649358409,-46.180693735586246,6.708607373590127,25.55141232068971
3.1286562561180253,2.080871966743958,-5.372709101230983,-11.327192775183251
25.627951738283457,4.36147050607177,-7.837035662731045,-39.92428383436907
-10.62429968874644,4.518588978024869,14.550810974580369,17.887389661930765
-7.816257788481108,27.951253944158413,-5.05895062670769,-4.117661896891696
14.587416166723937,-10.216503927958733,-5.789415543033032,-12.140148739378928
-0.7602965755105568,-11.169697827580741,5.796913837202027,7.714334686660565
-31.175585055749927,16.95312986047486,5.620474845883712,6.880965963552454
-15.487110590916659,90.70506395985277,-0.6702643854349424,-26.368821252083073
-17.157402135034587,-28.88695917177667,4.724501427014426,19.776889645484463
-13.01923148766284,-107.79107148928604,20.502079746961044,46.236282287786786
10.21902728610893,53.11823022812143,-5.505455170764753,-21.177370948792685
-38.10905533373966,-82.96467948202019,15.493508765448343,41.64025558229879
6.438062070932578,9.769766236184461,-5.736032714851119,-3.6880756466832034
-35.04537359751617,7.629318592836178,15.608164950562962,14.723971366308756
-13.167192143212143,-35.25070939241443,2.927081773312254,20.729689673942673
17.473688970640694,-57.18184976483465,4.294615767934278,10.169877615361699
24.368343196475156,10.053280182874442,-13.057406070386886,-14.258850644879125
20.20007906138131,-17.863931179229006,-12.124465763783991,-6.3596525612086054
-9.116690685240735,-57.82079109403105,8.354101313781683,22.143928127554812
-14.204398082253409,10.369476263142413,5.064767887662904,6.905666591191595
3.1029455909801316,-39.06810615595328,-0.027261683802133563,16.438585198289367
